station_abbr;reference_timestamp;tre200d0;tre200dx;tre200dn;tre005d0;tre005dx;tre005dn;ure200d0;pva200d0;prestad0;pp0qffd0;ppz850d0;ppz700d0;pp0qnhd0;fkl010d0;fkl010d1;fu3010d0;fu3010d1;fkl010d3;fu3010d3;wcc006d0;rre150d0;rka150d0;htoautd0;gre000d0;oli000d0;olo000d0;osr000d0;ods000d0;sre000d0;sremaxdv;erefaod0;xcd000d0;dkl010d0;xno000d0;xno012d0;rreetsd0;tso005d0;tso010d0;tso020d0
LUZ;18.04.2025 00:00;7.8;10.8;4.4;6.8;14.6;-1.6;82.1;8.6;960.5;1014.7;;;1014.1;1.1;5.9;4;21.2;5.7;20.5;0;0;0;0;87;313;;;;21;3;1.3;0;180;12.2;4.2;-0.3;;;
LUZ;19.04.2025 00:00;11.3;20.8;3.3;10.7;29;-2.2;69.7;9;954.2;1007.4;;;1007.5;1.5;7.5;5.4;27;7.1;25.6;50;0;0;0;277;289;;;;710;93;3.5;0;34;8.7;0.7;-2.8;;;
LUZ;20.04.2025 00:00;9.7;15.1;5.5;7.7;21.3;0.1;74.9;9;955.1;1008.6;;;1008.4;2;12.1;7.2;43.6;11.9;42.8;0;4.6;4.6;0;142;300;;;;283;37;2.1;0;333;10.3;2.3;3.4;;;
LUZ;21.04.2025 00:00;10.1;14.6;4.6;9.3;21.6;-0.4;83.3;10.3;960.3;1014.1;;;1013.9;1.3;6.5;4.7;23.4;6.3;22.7;0;5.8;5.7;0;150;320;;;;213;28;1.8;0;180;9.9;1.9;5;;;
LUZ;22.04.2025 00:00;13;17.9;8.2;12.8;28.2;3;68.1;9.8;964.3;1017.8;;;1018.1;1.3;6.4;4.7;23;6;21.6;0;0;0.1;0;243;315;;;;453;59;3.1;0;326;0;0;-2;;;
LUZ;23.04.2025 00:00;11.5;18.8;6.8;11.1;28.6;0.8;76.7;10.2;962.1;1015.7;;;1015.7;1.6;14.9;5.8;53.6;14.8;53.3;0;18.6;18.6;0;197;319;;;;437;56;2.8;0;292;8.5;0.5;17.1;;;
LUZ;24.04.2025 00:00;10.2;13.3;8.2;10.6;21.7;6.1;83.8;10.3;964.1;1018.1;;;1017.9;1.2;7.3;4.3;26.3;6.7;24.1;0;5.6;3.3;0;118;337;;;;68;9;1.7;0;149;9.8;1.8;2.9;;;
LUZ;25.04.2025 00:00;9.7;12.5;7.5;9.4;22.3;2.7;87.5;10.5;964.2;1018.3;;;1018;1;4.6;3.6;16.6;4.4;15.8;0;9.7;12;0;105;327;;;;137;18;1.5;0;180;10.3;2.3;11.6;;;
LUZ;26.04.2025 00:00;12;17;7.3;12.8;28.1;3.2;74.9;10.3;963.1;1016.6;;;1016.8;1.4;6.2;5;22.3;6;21.6;0;0;0;0;190;335;;;;211;27;2.5;0;342;8;0;-1;;;
LUZ;27.04.2025 00:00;13.3;18.7;8.7;14.1;29.6;3.3;75.6;11.4;967.6;1021.1;;;1021.5;1.4;6.2;5;22.3;6;21.6;0;0.1;0.1;0;203;337;;;;286;36;2.8;0;8;0;0;-1.1;;;
LUZ;28.04.2025 00:00;15.2;22.1;8.4;14.5;31.1;3.6;70.8;11.8;969.7;1022.9;;;1023.7;1.5;6.8;5.4;24.5;6.6;23.8;0;0;0;0;285;316;;;;628;80;3.8;0;337;0;0;-2.6;;;
LUZ;29.04.2025 00:00;16.4;24;9.4;15.5;33.2;4;66.1;11.9;969.2;1022.2;;;1023.2;1.8;9;6.5;32.4;8.8;31.7;30;0;0;0;284;321;;;;661;83;4.2;0;117;0;0;-3.2;;;
LUZ;30.04.2025 00:00;16.8;24.5;9.3;15.3;32.8;3.6;60;11;967.8;1020.6;;;1021.7;1.6;6.6;5.8;23.8;6.4;23;0;0;0;0;311;313;;;;804;100;4.5;0;321;0;0;-4.4;;;
LUZ;01.05.2025 00:00;17.9;26;10.3;17;34.5;4.7;56.8;10.9;966.3;1018.9;;;1020.2;1.3;6.8;4.7;24.5;6.6;23.8;0;0;0;0;304;321;;;;763;95;4.5;0;323;0;0;-4.6;;;
LUZ;02.05.2025 00:00;19.5;27.5;11.1;19;35;6.5;55.9;11.9;964.3;1016.5;;;1018.1;1.3;5.3;4.7;19.1;5.1;18.4;0;0.1;0;0;304;333;;;;751;94;4.6;1.2;307;0;0;-4.6;;;
LUZ;03.05.2025 00:00;16.5;19.5;14.6;15.3;24.2;10.1;76.1;14.3;960.9;1013.5;;;1014.6;1.8;10.9;6.5;39.2;10.5;37.8;0;1;0.3;;101;363;;;;102;13;2.1;0;162;0;0;-0.4;;;
LUZ;04.05.2025 00:00;13.7;17.6;9.4;13.4;22.8;8.7;84.5;13.2;956;1008.8;;;1009.4;1.8;11.4;6.5;41;10.8;38.9;0;37.7;22.5;0;90;361;;;;66;8;1.6;0;347;0;0;22.1;;;
LUZ;05.05.2025 00:00;8.1;9.5;6.7;8.1;11.1;6.1;90.5;9.8;955.9;1009.8;;;1009.3;2.4;11.4;8.6;41;11.1;40;0;9.7;25.2;0;51;345;;;;0;0;0.9;0;328;11.9;3.9;25;;;
LUZ;06.05.2025 00:00;8.3;9.2;7.1;7.9;9.5;6.5;83.8;9.1;959.7;1013.8;;;1013.3;2.3;9.3;8.3;33.5;9.1;32.8;0;0.1;0.5;0;33;340;;;;0;0;1;0;332;11.7;3.7;0.2;;;
LUZ;07.05.2025 00:00;9.2;10.8;8;8.8;12;6.9;80.4;9.4;960.1;1014;;;1013.7;1.2;4.7;4.3;16.9;4.6;16.6;0;0.4;0.5;0;44;343;;;;0;0;1.1;0;270;10.8;2.8;0.2;;;
LUZ;08.05.2025 00:00;10.8;13.7;7.8;10.9;24.3;4.6;73.7;9.5;959.2;1012.8;;;1012.8;1.2;5.2;4.3;18.7;5;18;0;0;0;0;119;335;;;;73;9;1.8;0;297;9.2;1.2;-0.7;;;
LUZ;09.05.2025 00:00;10.2;13.7;6.7;9.8;19.5;2.8;77.1;9.6;962.4;1016.3;;;1016.1;1.3;5;4.7;18;4.8;17.3;0;0.7;0.7;0;108;333;;;;16;2;1.7;0;301;9.8;1.8;0.3;;;
LUZ;10.05.2025 00:00;12.4;19.1;5.3;12.6;28.6;0.8;70.9;9.9;963.8;1017.3;;;1017.5;1.3;5.5;4.7;19.8;5.3;19.1;0;0;0;;266;302;;;;654;79;3.4;0;304;0;0;-2.9;;;
LUZ;11.05.2025 00:00;15.8;23.3;8.3;16;31.1;3.4;59.2;10;959;1011.5;;;1012.5;2.1;9.1;7.6;32.8;8.3;29.9;0;0;0;0;328;311;;;;800;97;4.8;0;346;0;0;-4.8;;;
LUZ;12.05.2025 00:00;13.9;19;10.3;14.5;30.2;9.3;74.7;11.7;959.8;1012.8;;;1013.4;2.1;10.9;7.6;39.2;10.8;38.9;0;18.4;18.2;0;156;354;;;;107;13;2.7;0;304;0;0;17.4;;;
LUZ;13.05.2025 00:00;13.6;19.9;9.8;14.1;29.2;4.8;75.6;11.6;962.6;1015.7;;;1016.3;1.4;7.1;5;25.6;6.8;24.5;0;0;0.2;0;220;329;;;;344;41;3.2;0;315;0;0;-1.3;;;
LUZ;14.05.2025 00:00;15.1;22.3;8;15.1;31;3.1;61.1;9.8;963.1;1016.1;;;1016.8;1.5;7.4;5.4;26.6;7.2;25.9;0;0;0;0;337;300;;;;823;99;4.6;0;333;0;0;-4.8;;;
LUZ;15.05.2025 00:00;15.6;22.5;8.1;15.2;32.2;2.7;51.5;8.7;961;1013.7;;;1014.6;2.3;12.3;8.3;44.3;11.9;42.8;0;0;0;0;270;321;;;;537;64;4.4;0;352;0;0;-4.1;;;
LUZ;16.05.2025 00:00;13.5;18.4;7.2;14.2;28.8;1.5;41.9;6.3;963.3;1016.5;;;1017;2.2;9.6;7.9;34.6;9.4;33.8;0;0;0;0;350;291;;;;817;97;4.7;0;340;0;0;-7;;;
LUZ;17.05.2025 00:00;14.5;19.4;8.6;14.8;29.2;3.4;50.3;8.1;962.5;1015.5;;;1016.1;1.7;6.8;6.1;24.5;6.7;24.1;0;0;0;;279;318;;;;581;69;4;0;135;0;0;-4.5;;;
LUZ;18.05.2025 00:00;15;20.8;8.4;14.4;29.3;3.5;54.9;9.1;962.9;1015.8;;;1016.5;1.5;6.8;5.4;24.5;6.6;23.8;0;0;0;0;285;311;;;;613;72;4.1;0;243;0;0;-4.3;;;
LUZ;19.05.2025 00:00;16.6;23.9;8.2;16.7;32;2.4;58.5;10.7;962.8;1015.4;;;1016.5;1.4;8.9;5;32;8.4;30.2;0;0.4;0;0;296;327;;;;621;73;4.3;0;360;0;0;-4.1;;;
LUZ;20.05.2025 00:00;15.5;20.1;12.9;15.7;29.8;9.7;81.7;14.2;962.4;1015.2;;;1016.1;1.5;7.7;5.4;27.7;7.4;26.6;0;27.1;24;0;158;360;;;;214;25;2.6;0;315;0;0;23.1;;;
LUZ;21.05.2025 00:00;13.4;15.7;11.3;13.3;19.7;10.4;89.7;13.8;961.6;1014.8;;;1015.3;1.5;7.9;5.4;28.4;7.6;27.4;0;25.3;28.2;0;85;365;;;;22;3;1.5;0;139;0;0;28;;;
LUZ;22.05.2025 00:00;10.4;11.6;8.6;10.3;13.7;6.7;89.8;11.4;960.4;1014.1;;;1014;1.3;6.6;4.7;23.8;6.5;23.4;0;14.5;15;0;65;349;;;;0;0;1.1;0;239;9.6;1.6;14.8;;;
LUZ;23.05.2025 00:00;11;13.6;8.5;11.1;21;5;82.7;10.8;963.8;1017.6;;;1017.6;1.1;6.5;4;23.4;6.3;22.7;0;1.6;1.7;0;138;334;;;;115;13;1.9;0;194;9;1;1.1;;;
LUZ;24.05.2025 00:00;13;18.6;7.5;14.8;29.1;5.3;60.1;8.6;965.6;1019.1;;;1019.5;1.6;7.3;5.8;26.3;7;25.2;0;1.3;0.6;;289;322;;;;527;61;3.9;0;320;0;0;-2.9;;;
LUZ;25.05.2025 00:00;14.5;19;10.6;14.8;25.9;9.7;77.3;12.6;964.9;1018;;;1018.6;1.5;6.6;5.4;23.8;6.4;23;0;1;1.4;0;156;358;;;;79;9;2.5;0;163;0;0;0.8;;;
LUZ;26.05.2025 00:00;13.8;18.1;12.5;13.7;24.7;10.9;82.6;13;967.2;1020.6;;;1021.1;1.5;12;5.4;43.2;11.6;41.8;0;1.6;1.8;0;106;360;;;;42;5;2;0;172;0;0;1.4;;;
LUZ;27.05.2025 00:00;13.8;17.3;11;13.3;24.6;6.8;77.8;12.1;969.1;1022.6;;;1023;1.4;7.3;5;26.3;6.7;24.1;0;0;0.1;0;133;344;;;;130;15;2.2;0;163;0;0;-0.7;;;
LUZ;28.05.2025 00:00;14.4;17.2;11.9;13.7;21.1;8;83.4;13.6;968.7;1022;;;1022.6;1.5;9.4;5.4;33.8;9.2;33.1;0;33.2;8.2;0;83;360;;;;32;4;1.6;0;219;0;0;7.8;;;
LUZ;29.05.2025 00:00;16;21.6;11.6;16.6;30.2;7.1;75;13.3;971.2;1024.4;;;1025.3;1.6;8.4;5.8;30.2;8.3;29.9;0;0;25;0;254;349;;;;353;41;3.8;0;189;0;0;23.3;;;
LUZ;30.05.2025 00:00;18.9;27;10.6;18.7;34.7;5.8;67.2;14.1;969.4;1021.9;;;1023.4;1.4;5.4;5;19.4;5;18;0;0;0;0;354;328;;;;875;100;5.3;0.6;202;0;0;-4.6;;;
LUZ;31.05.2025 00:00;21.7;29.7;13.5;21.7;37.3;8;65.4;16.1;966.6;1018.5;;;1020.5;1.4;7.3;5;26.3;7;25.2;0;5;4.4;0;351;356;;;;861;98;5.6;3.4;243;0;0;-0.4;;;
