"CubeId";"gdpap"
"PublishingDate";"2025-11-21 09:00"

"Date";"D0";"D1";"Value"
"2000-Q2";"VVP";"BBIPS";"0.62303605"
"2000-Q3";"WMF";"PHPOE";"67397.81493672"
"2000-Q3";"WMF";"S";"13764.33248189"
"2000-Q3";"WMF";"T0";"81162.14741861"
"2000-Q3";"WMF";"B";"11016.57266991"
"2000-Q3";"WMF";"A";"21961.29176299"
"2000-Q3";"WMF";"T1";"32977.86443291"
"2000-Q3";"WMF";"T2";"40252.39912822"
"2000-Q3";"WMF";"WG0";"35297.91426261"
"2000-Q3";"WMF";"D0";"20353.25151276"
"2000-Q3";"WMF";"D0S";"20353.25151276"
"2000-Q3";"WMF";"T3";"60605.65064097"
"2000-Q3";"WMF";"T3S";"60605.65064097"
"2000-Q3";"WMF";"T4";"39436.86070081"
"2000-Q3";"WMF";"WG1";"35184.74977871"
"2000-Q3";"WMF";"D2";"15927.18449566"
"2000-Q3";"WMF";"D2S";"15927.18449564"
"2000-Q3";"WMF";"T5";"55364.04519647"
"2000-Q3";"WMF";"T5S";"55364.04519645"
"2000-Q3";"WMF";"BBIP";"119694.69302198"
"2000-Q3";"WMF";"BBIPS";"119431.94371421"
"2000-Q3";"VVP";"PHPOE";"1.12623321"
"2000-Q3";"VVP";"S";"0.85079162"
"2000-Q3";"VVP";"T0";"1.07941503"
"2000-Q3";"VVP";"B";"0.63271837"
"2000-Q3";"VVP";"A";"1.45295738"
"2000-Q3";"VVP";"T1";"1.17746538"
"2000-Q3";"VVP";"T2";"-2.42694901"
"2000-Q3";"VVP";"WG0";"3.17892895"
"2000-Q3";"VVP";"D0";"0.0381035"
"2000-Q3";"VVP";"D0S";"0.0381035"
"2000-Q3";"VVP";"T3";"-1.61276955"
"2000-Q3";"VVP";"T3S";"-1.61276955"
"2000-Q3";"VVP";"T4";"5.89685066"
"2000-Q3";"VVP";"WG1";"3.72222848"
"2000-Q3";"VVP";"D2";"0.82751968"
"2000-Q3";"VVP";"D2S";"0.82751967"
"2000-Q3";"VVP";"T5";"4.38701651"
"2000-Q3";"VVP";"T5S";"4.38701651"
"2000-Q3";"VVP";"BBIP";"1.2395162"
"2000-Q3";"VVP";"BBIPS";"1.1208455"
"2000-Q4";"WMF";"PHPOE";"67895.62349365"
"2000-Q4";"WMF";"S";"13912.68269699"
"2000-Q4";"WMF";"T0";"81808.30619063"
"2000-Q4";"WMF";"B";"11112.00532288"
"2000-Q4";"WMF";"A";"22652.85183429"
"2000-Q4";"WMF";"T1";"33764.85715718"
"2000-Q4";"WMF";"T2";"42025.09830943"
"2000-Q4";"WMF";"WG0";"35850.96912659"
"2000-Q4";"WMF";"D0";"21026.67094101"
"2000-Q4";"WMF";"D0S";"21026.67094102"
"2000-Q4";"WMF";"T3";"63051.76925044"
"2000-Q4";"WMF";"T3S";"63051.76925045"
"2000-Q4";"WMF";"T4";"42171.45422102"
"2000-Q4";"WMF";"WG1";"37158.4332119"
"2000-Q4";"WMF";"D2";"16282.84521816"
"2000-Q4";"WMF";"D2S";"16282.84521731"
"2000-Q4";"WMF";"T5";"58454.29943919"
"2000-Q4";"WMF";"T5S";"58454.29943833"
"2000-Q4";"WMF";"BBIP";"121671.44961863"
"2000-Q4";"WMF";"BBIPS";"121632.81268124"
"2000-Q4";"VVP";"PHPOE";"0.73861231"
"2000-Q4";"VVP";"S";"1.07778721"
"2000-Q4";"VVP";"T0";"0.79613316"
"2000-Q4";"VVP";"B";"0.86626445"
"2000-Q4";"VVP";"A";"3.14899542"
"2000-Q4";"VVP";"T1";"2.38642719"
"2000-Q4";"VVP";"T2";"4.40395907"
"2000-Q4";"VVP";"WG0";"1.56682024"
"2000-Q4";"VVP";"D0";"3.30865772"
"2000-Q4";"VVP";"D0S";"3.30865772"
"2000-Q4";"VVP";"T3";"4.03612301"
"2000-Q4";"VVP";"T3S";"4.03612301"
"2000-Q4";"VVP";"T4";"6.93410548"
"2000-Q4";"VVP";"WG1";"5.60948549"
"2000-Q4";"VVP";"D2";"2.23304202"
"2000-Q4";"VVP";"D2S";"2.23304202"
"2000-Q4";"VVP";"T5";"5.58169879"
"2000-Q4";"VVP";"T5S";"5.58169879"
"2000-Q4";"VVP";"BBIP";"1.65149895"
"2000-Q4";"VVP";"BBIPS";"1.84278083"
"2001-Q1";"WMF";"PHPOE";"68453.63113484"
"2001-Q1";"WMF";"S";"14132.60698849"
"2001-Q1";"WMF";"T0";"82586.23812333"
"2001-Q1";"WMF";"B";"11050.5190439"
"2001-Q1";"WMF";"A";"22405.72468791"
"2001-Q1";"WMF";"T1";"33456.24373181"
"2001-Q1";"WMF";"T2";"42624.43581038"
"2001-Q1";"WMF";"WG0";"36759.55378042"
"2001-Q1";"WMF";"D0";"20194.53499636"
"2001-Q1";"WMF";"D0S";"20194.53499638"
"2001-Q1";"WMF";"T3";"62818.97080674"
"2001-Q1";"WMF";"T3S";"62818.97080675"
"2001-Q1";"WMF";"T4";"43587.46599867"
"2001-Q1";"WMF";"WG1";"39294.63634183"
"2001-Q1";"WMF";"D2";"15897.83242802"
"2001-Q1";"WMF";"D2S";"15897.83242606"
"2001-Q1";"WMF";"T5";"59485.29842669"
"2001-Q1";"WMF";"T5S";"59485.29842474"
"2001-Q1";"WMF";"BBIP";"122166.43317676"
"2001-Q1";"WMF";"BBIPS";"122279.77271723"
"2001-Q1";"VVP";"PHPOE";"0.82186099"
"2001-Q1";"VVP";"S";"1.58074684"
"2001-Q1";"VVP";"T0";"0.95092047"
"2001-Q1";"VVP";"B";"-0.55333198"
"2001-Q1";"VVP";"A";"-1.09093172"
"2001-Q1";"VVP";"T1";"-0.91400779"
"2001-Q1";"VVP";"T2";"1.42614182"
"2001-Q1";"VVP";"WG0";"2.53433778"
"2001-Q1";"VVP";"D0";"-3.95752588"
"2001-Q1";"VVP";"D0S";"-3.95752588"
"2001-Q1";"VVP";"T3";"-0.36921794"
"2001-Q1";"VVP";"T3S";"-0.36921794"
"2001-Q1";"VVP";"T4";"3.35774946"
"2001-Q1";"VVP";"WG1";"5.74890528"
"2001-Q1";"VVP";"D2";"-2.36453018"
"2001-Q1";"VVP";"D2S";"-2.36453019"
"2001-Q1";"VVP";"T5";"1.7637693"
"2001-Q1";"VVP";"T5S";"1.7637693"
"2001-Q1";"VVP";"BBIP";"0.40681981"
"2001-Q1";"VVP";"BBIPS";"0.53189598"
"2001-Q2";"WMF";"PHPOE";"69070.86509157"
"2001-Q2";"WMF";"S";"14046.30189522"
"2001-Q2";"WMF";"T0";"83117.16698679"
"2001-Q2";"WMF";"B";"10948.38686683"
"2001-Q2";"WMF";"A";"22293.21052065"
"2001-Q2";"WMF";"T1";"33241.59738748"
"2001-Q2";"WMF";"T2";"40986.90463382"
"2001-Q2";"WMF";"WG0";"36154.48748894"
"2001-Q2";"WMF";"D0";"20306.21157421"
"2001-Q2";"WMF";"D0S";"20306.21157422"
"2001-Q2";"WMF";"T3";"61293.11620802"
"2001-Q2";"WMF";"T3S";"61293.11620804"
"2001-Q2";"WMF";"T4";"42706.75905844"
"2001-Q2";"WMF";"WG1";"36598.37646161"
"2001-Q2";"WMF";"D2";"15957.33701959"
"2001-Q2";"WMF";"D2S";"15957.33701784"
"2001-Q2";"WMF";"T5";"58664.09607803"
"2001-Q2";"WMF";"T5S";"58664.09607628"
"2001-Q2";"WMF";"BBIP";"122744.1486774"
"2001-Q2";"WMF";"BBIPS";"122861.19809662"
"2001-Q2";"VVP";"PHPOE";"0.90168183"
"2001-Q2";"VVP";"S";"-0.61068063"
"2001-Q2";"VVP";"T0";"0.64287813"
"2001-Q2";"VVP";"B";"-0.92422968"
"2001-Q2";"VVP";"A";"-0.50216705"
"2001-Q2";"VVP";"T1";"-0.64157335"
"2001-Q2";"VVP";"T2";"-3.84176622"
"2001-Q2";"VVP";"WG0";"-1.64601098"
"2001-Q2";"VVP";"D0";"0.55300396"
"2001-Q2";"VVP";"D0S";"0.55300396"
"2001-Q2";"VVP";"T3";"-2.42897102"
"2001-Q2";"VVP";"T3S";"-2.42897102"
"2001-Q2";"VVP";"T4";"-2.02055091"
"2001-Q2";"VVP";"WG1";"-6.86164864"
"2001-Q2";"VVP";"D2";"0.37429374"
"2001-Q2";"VVP";"D2S";"0.37429374"
"2001-Q2";"VVP";"T5";"-1.38051312"
"2001-Q2";"VVP";"T5S";"-1.38051312"
"2001-Q2";"VVP";"BBIP";"0.47289217"
"2001-Q2";"VVP";"BBIPS";"0.47548778"
"2001-Q3";"WMF";"PHPOE";"69155.08086402"
"2001-Q3";"WMF";"S";"14167.43062879"
"2001-Q3";"WMF";"T0";"83322.51149281"
"2001-Q3";"WMF";"B";"10937.84359527"
"2001-Q3";"WMF";"A";"21900.89564639"
"2001-Q3";"WMF";"T1";"32838.73924166"
"2001-Q3";"WMF";"T2";"39087.54501428"
"2001-Q3";"WMF";"WG0";"34712.15418374"
"2001-Q3";"WMF";"D0";"19220.79498978"
"2001-Q3";"WMF";"D0S";"19220.79498978"
"2001-Q3";"WMF";"T3";"58308.34000406"
"2001-Q3";"WMF";"T3S";"58308.34000406"
"2001-Q3";"WMF";"T4";"37905.64750909"
"2001-Q3";"WMF";"WG1";"34901.69922127"
"2001-Q3";"WMF";"D2";"15798.66967198"
"2001-Q3";"WMF";"D2S";"15798.66967219"
"2001-Q3";"WMF";"T5";"53704.31718107"
"2001-Q3";"WMF";"T5S";"53704.31718128"
"2001-Q3";"WMF";"BBIP";"122627.66475608"
"2001-Q3";"WMF";"BBIPS";"122747.1085994"
"2001-Q3";"VVP";"PHPOE";"0.12192662"
"2001-Q3";"VVP";"S";"0.8623532"
"2001-Q3";"VVP";"T0";"0.24705427"
"2001-Q3";"VVP";"B";"-0.09629977"
"2001-Q3";"VVP";"A";"-1.75979531"
"2001-Q3";"VVP";"T1";"-1.21190971"
"2001-Q3";"VVP";"T2";"-4.63406455"
"2001-Q3";"VVP";"WG0";"-3.98936178"
"2001-Q3";"VVP";"D0";"-5.34524414"
"2001-Q3";"VVP";"D0S";"-5.34524414"
"2001-Q3";"VVP";"T3";"-4.86967606"
"2001-Q3";"VVP";"T3S";"-4.86967606"
"2001-Q3";"VVP";"T4";"-11.24204144"
"2001-Q3";"VVP";"WG1";"-4.63593581"
"2001-Q3";"VVP";"D2";"-0.99432222"
"2001-Q3";"VVP";"D2S";"-0.99432221"
"2001-Q3";"VVP";"T5";"-8.45453903"
"2001-Q3";"VVP";"T5S";"-8.45453902"
"2001-Q3";"VVP";"BBIP";"-0.09489978"
"2001-Q3";"VVP";"BBIPS";"-0.09286048"
"2001-Q4";"WMF";"PHPOE";"68870.38340385"
"2001-Q4";"WMF";"S";"14264.83573163"
"2001-Q4";"WMF";"T0";"83135.21913548"
"2001-Q4";"WMF";"B";"10842.1968448"
"2001-Q4";"WMF";"A";"21421.52440175"
"2001-Q4";"WMF";"T1";"32263.72124655"
"2001-Q4";"WMF";"T2";"40755.21057532"
"2001-Q4";"WMF";"WG0";"34171.99114269"
"2001-Q4";"WMF";"D0";"18861.61155758"
"2001-Q4";"WMF";"D0S";"18861.61155754"
"2001-Q4";"WMF";"T3";"59616.8221329"
"2001-Q4";"WMF";"T3S";"59616.82213287"
"2001-Q4";"WMF";"T4";"36955.54425562"
"2001-Q4";"WMF";"WG1";"32805.99532569"
"2001-Q4";"WMF";"D2";"15507.11418811"
"2001-Q4";"WMF";"D2S";"15507.11419161"
"2001-Q4";"WMF";"T5";"52462.65844374"
"2001-Q4";"WMF";"T5S";"52462.65844724"
"2001-Q4";"WMF";"BBIP";"122440.92463424"
"2001-Q4";"WMF";"BBIPS";"122561.44676559"
"2001-Q4";"VVP";"PHPOE";"-0.41167974"
"2001-Q4";"VVP";"S";"0.68752836"
"2001-Q4";"VVP";"T0";"-0.22478002"
"2001-Q4";"VVP";"B";"-0.87445711"
"2001-Q4";"VVP";"A";"-2.18882028"
"2001-Q4";"VVP";"T1";"-1.75103554"
"2001-Q4";"VVP";"T2";"4.26648837"
"2001-Q4";"VVP";"WG0";"-1.55612077"
"2001-Q4";"VVP";"D0";"-1.86872308"
"2001-Q4";"VVP";"D0S";"-1.86872308"
"2001-Q4";"VVP";"T3";"2.24407371"
"2001-Q4";"VVP";"T3S";"2.24407371"
"2001-Q4";"VVP";"T4";"-2.50649525"
"2001-Q4";"VVP";"WG1";"-6.00458987"
"2001-Q4";"VVP";"D2";"-1.84544326"
"2001-Q4";"VVP";"D2S";"-1.84544323"
"2001-Q4";"VVP";"T5";"-2.31202779"
"2001-Q4";"VVP";"T5S";"-2.31202778"
"2001-Q4";"VVP";"BBIP";"-0.15228221"
"2001-Q4";"VVP";"BBIPS";"-0.15125557"
"2002-Q1";"WMF";"PHPOE";"68562.61963506"
"2002-Q1";"WMF";"S";"14457.35271402"
"2002-Q1";"WMF";"T0";"83019.97234908"
"2002-Q1";"WMF";"B";"11012.09977472"
"2002-Q1";"WMF";"A";"22167.31244724"
"2002-Q1";"WMF";"T1";"33179.41222196"
"2002-Q1";"WMF";"T2";"38986.38177758"
"2002-Q1";"WMF";"WG0";"34353.41934161"
"2002-Q1";"WMF";"D0";"18958.5805266"
"2002-Q1";"WMF";"D0S";"18958.58052651"
"2002-Q1";"WMF";"T3";"57944.96230419"
"2002-Q1";"WMF";"T3S";"57944.9623041"
"2002-Q1";"WMF";"T4";"38846.98582898"
"2002-Q1";"WMF";"WG1";"32941.66718811"
"2002-Q1";"WMF";"D2";"15643.32105128"
"2002-Q1";"WMF";"D2S";"15643.32105976"
"2002-Q1";"WMF";"T5";"54490.30688026"
"2002-Q1";"WMF";"T5S";"54490.30688875"
"2002-Q1";"WMF";"BBIP";"122006.02844064"
"2002-Q1";"WMF";"BBIPS";"121930.93407643"
"2002-Q1";"VVP";"PHPOE";"-0.4468739"
"2002-Q1";"VVP";"S";"1.3495913"
"2002-Q1";"VVP";"T0";"-0.13862571"
"2002-Q1";"VVP";"B";"1.56705262"
"2002-Q1";"VVP";"A";"3.48148914"
"2002-Q1";"VVP";"T1";"2.83814433"
"2002-Q1";"VVP";"T2";"-4.34012921"
"2002-Q1";"VVP";"WG0";"0.53092662"
"2002-Q1";"VVP";"D0";"0.51410755"
"2002-Q1";"VVP";"D0S";"0.51410755"
"2002-Q1";"VVP";"T3";"-2.80434241"
"2002-Q1";"VVP";"T3S";"-2.80434241"
"2002-Q1";"VVP";"T4";"5.11815375"
"2002-Q1";"VVP";"WG1";"0.41355813"
"2002-Q1";"VVP";"D2";"0.87835081"
"2002-Q1";"VVP";"D2S";"0.87835084"
"2002-Q1";"VVP";"T5";"3.8649365"
"2002-Q1";"VVP";"T5S";"3.86493651"
"2002-Q1";"VVP";"BBIP";"-0.35518859"
"2002-Q1";"VVP";"BBIPS";"-0.51444619"
"2002-Q2";"WMF";"PHPOE";"68526.20404459"
"2002-Q2";"WMF";"S";"14543.83932091"
"2002-Q2";"WMF";"T0";"83070.0433655"
"2002-Q2";"WMF";"B";"11083.36710339"
"2002-Q2";"WMF";"A";"22239.40308059"
"2002-Q2";"WMF";"T1";"33322.77018398"
"2002-Q2";"WMF";"T2";"40789.28002725"
"2002-Q2";"WMF";"WG0";"36237.50186917"
"2002-Q2";"WMF";"D0";"18718.00245419"
"2002-Q2";"WMF";"D0S";"18718.00245411"
"2002-Q2";"WMF";"T3";"59507.28248145"
"2002-Q2";"WMF";"T3S";"59507.28248136"
"2002-Q2";"WMF";"T4";"38380.75404781"
"2002-Q2";"WMF";"WG1";"34480.6783636"
"2002-Q2";"WMF";"D2";"15609.03240049"
"2002-Q2";"WMF";"D2S";"15609.03240746"
"2002-Q2";"WMF";"T5";"53989.7864483"
"2002-Q2";"WMF";"T5S";"53989.78645527"
"2002-Q2";"WMF";"BBIP";"122584.50516995"
"2002-Q2";"WMF";"BBIPS";"122241.75789236"
"2002-Q2";"VVP";"PHPOE";"-0.05311289"
"2002-Q2";"VVP";"S";"0.59821883"
"2002-Q2";"VVP";"T0";"0.06031201"
"2002-Q2";"VVP";"B";"0.64717293"
"2002-Q2";"VVP";"A";"0.32521143"
"2002-Q2";"VVP";"T1";"0.43206902"
"2002-Q2";"VVP";"T2";"4.62443081"
"2002-Q2";"VVP";"WG0";"5.48441047"
"2002-Q2";"VVP";"D0";"-1.26896669"
"2002-Q2";"VVP";"D0S";"-1.26896669"
"2002-Q2";"VVP";"T3";"2.69621399"
"2002-Q2";"VVP";"T3S";"2.69621399"
"2002-Q2";"VVP";"T4";"-1.20017492"
"2002-Q2";"VVP";"WG1";"4.67192861"
"2002-Q2";"VVP";"D2";"-0.21919035"
"2002-Q2";"VVP";"D2S";"-0.21919036"
"2002-Q2";"VVP";"T5";"-0.91854948"
"2002-Q2";"VVP";"T5S";"-0.91854949"
"2002-Q2";"VVP";"BBIP";"0.47413782"
"2002-Q2";"VVP";"BBIPS";"0.25491793"
"2002-Q3";"WMF";"PHPOE";"68681.07849051"
"2002-Q3";"WMF";"S";"14696.29230231"
"2002-Q3";"WMF";"T0";"83377.37079282"
"2002-Q3";"WMF";"B";"11045.89958524"
"2002-Q3";"WMF";"A";"22252.31348099"
"2002-Q3";"WMF";"T1";"33298.21306623"
"2002-Q3";"WMF";"T2";"39804.93775291"
"2002-Q3";"WMF";"WG0";"35368.21753894"
"2002-Q3";"WMF";"D0";"18517.90462847"
"2002-Q3";"WMF";"D0S";"18517.90462847"
"2002-Q3";"WMF";"T3";"58322.84238138"
"2002-Q3";"WMF";"T3S";"58322.84238139"
"2002-Q3";"WMF";"T4";"36010.90282464"
"2002-Q3";"WMF";"WG1";"32612.59066759"
"2002-Q3";"WMF";"D2";"15506.34673107"
"2002-Q3";"WMF";"D2S";"15506.34673046"
"2002-Q3";"WMF";"T5";"51517.24955571"
"2002-Q3";"WMF";"T5S";"51517.24955511"
"2002-Q3";"WMF";"BBIP";"122776.58182728"
"2002-Q3";"WMF";"BBIPS";"122612.86299281"
"2002-Q3";"VVP";"PHPOE";"0.22600762"
"2002-Q3";"VVP";"S";"1.04823065"
"2002-Q3";"VVP";"T0";"0.3699618"
"2002-Q3";"VVP";"B";"-0.33805177"
"2002-Q3";"VVP";"A";"0.05805192"
"2002-Q3";"VVP";"T1";"-0.07369471"
"2002-Q3";"VVP";"T2";"-2.41323768"
"2002-Q3";"VVP";"WG0";"-2.39885281"
"2002-Q3";"VVP";"D0";"-1.06901271"
"2002-Q3";"VVP";"D0S";"-1.06901271"
"2002-Q3";"VVP";"T3";"-1.99041201"
"2002-Q3";"VVP";"T3S";"-1.99041201"
"2002-Q3";"VVP";"T4";"-6.17458224"
"2002-Q3";"VVP";"WG1";"-5.41778116"
"2002-Q3";"VVP";"D2";"-0.65786057"
"2002-Q3";"VVP";"D2S";"-0.65786062"
"2002-Q3";"VVP";"T5";"-4.57963822"
"2002-Q3";"VVP";"T5S";"-4.57963823"
"2002-Q3";"VVP";"BBIP";"0.15668918"
"2002-Q3";"VVP";"BBIPS";"0.30358292"
"2002-Q4";"WMF";"PHPOE";"68743.03996269"
"2002-Q4";"WMF";"S";"14747.88370515"
"2002-Q4";"WMF";"T0";"83490.92366784"
"2002-Q4";"WMF";"B";"11073.33656637"
"2002-Q4";"WMF";"A";"21748.11870587"
"2002-Q4";"WMF";"T1";"32821.45527224"
"2002-Q4";"WMF";"T2";"39730.56259406"
"2002-Q4";"WMF";"WG0";"34780.0379841"
"2002-Q4";"WMF";"D0";"18366.69115999"
"2002-Q4";"WMF";"D0S";"18366.69116015"
"2002-Q4";"WMF";"T3";"58097.25375404"
"2002-Q4";"WMF";"T3S";"58097.25375421"
"2002-Q4";"WMF";"T4";"35426.0805616"
"2002-Q4";"WMF";"WG1";"31984.57386751"
"2002-Q4";"WMF";"D2";"15576.34785358"
"2002-Q4";"WMF";"D2S";"15576.34783873"
"2002-Q4";"WMF";"T5";"51002.42841518"
"2002-Q4";"WMF";"T5S";"51002.42840032"
"2002-Q4";"WMF";"BBIP";"122187.26569852"
"2002-Q4";"WMF";"BBIPS";"122202.87853344"
"2002-Q4";"VVP";"PHPOE";"0.09021622"
"2002-Q4";"VVP";"S";"0.35105047"
"2002-Q4";"VVP";"T0";"0.13619148"
"2002-Q4";"VVP";"B";"0.24839064"
"2002-Q4";"VVP";"A";"-2.26580834"
"2002-Q4";"VVP";"T1";"-1.43178192"
"2002-Q4";"VVP";"T2";"-0.18684908"
"2002-Q4";"VVP";"WG0";"-1.66301724"
"2002-Q4";"VVP";"D0";"-0.8165798"
"2002-Q4";"VVP";"D0S";"-0.8165798"
"2002-Q4";"VVP";"T3";"-0.38679292"
"2002-Q4";"VVP";"T3S";"-0.38679292"
"2002-Q4";"VVP";"T4";"-1.62401444"
"2002-Q4";"VVP";"WG1";"-1.92568817"
"2002-Q4";"VVP";"D2";"0.4514353"
"2002-Q4";"VVP";"D2S";"0.45143521"
"2002-Q4";"VVP";"T5";"-0.99931799"
"2002-Q4";"VVP";"T5S";"-0.99931801"
"2002-Q4";"VVP";"BBIP";"-0.47999066"
"2002-Q4";"VVP";"BBIPS";"-0.33437312"
"2003-Q1";"WMF";"PHPOE";"69231.47225712"
"2003-Q1";"WMF";"S";"14882.29253295"
"2003-Q1";"WMF";"T0";"84113.76479007"
"2003-Q1";"WMF";"B";"10966.81467858"
"2003-Q1";"WMF";"A";"21402.87977189"
"2003-Q1";"WMF";"T1";"32369.69445047"
"2003-Q1";"WMF";"T2";"38602.04464679"
"2003-Q1";"WMF";"WG0";"34018.56423565"
"2003-Q1";"WMF";"D0";"17602.74963532"
"2003-Q1";"WMF";"D0S";"17602.74963568"
"2003-Q1";"WMF";"T3";"56204.7942821"
"2003-Q1";"WMF";"T3S";"56204.79428247"
"2003-Q1";"WMF";"T4";"36972.3304438"
"2003-Q1";"WMF";"WG1";"33008.33156491"
"2003-Q1";"WMF";"D2";"15237.51208476"
"2003-Q1";"WMF";"D2S";"15237.51205009"
"2003-Q1";"WMF";"T5";"52209.84252856"
"2003-Q1";"WMF";"T5S";"52209.8424939"
"2003-Q1";"WMF";"BBIP";"122028.86892317"
"2003-Q1";"WMF";"BBIPS";"122141.32768948"
"2003-Q1";"VVP";"PHPOE";"0.7105189"
"2003-Q1";"VVP";"S";"0.91137705"
"2003-Q1";"VVP";"T0";"0.7459986"
"2003-Q1";"VVP";"B";"-0.9619674"
"2003-Q1";"VVP";"A";"-1.58744275"
"2003-Q1";"VVP";"T1";"-1.37641923"
"2003-Q1";"VVP";"T2";"-2.84042781"
"2003-Q1";"VVP";"WG0";"-2.18939884"
"2003-Q1";"VVP";"D0";"-4.15938569"
"2003-Q1";"VVP";"D0S";"-4.15938569"
"2003-Q1";"VVP";"T3";"-3.25739919"
"2003-Q1";"VVP";"T3S";"-3.25739919"
"2003-Q1";"VVP";"T4";"4.36472186"
"2003-Q1";"VVP";"WG1";"3.2007858"
"2003-Q1";"VVP";"D2";"-2.1753223"
"2003-Q1";"VVP";"D2S";"-2.17532243"
"2003-Q1";"VVP";"T5";"2.36736593"
"2003-Q1";"VVP";"T5S";"2.36736589"
"2003-Q1";"VVP";"BBIP";"-0.12963444"
"2003-Q1";"VVP";"BBIPS";"-0.05036775"
"2003-Q2";"WMF";"PHPOE";"69462.63981187"
"2003-Q2";"WMF";"S";"14951.6183018"
"2003-Q2";"WMF";"T0";"84414.25811367"
"2003-Q2";"WMF";"B";"11023.88639875"
"2003-Q2";"WMF";"A";"21083.18791641"
"2003-Q2";"WMF";"T1";"32107.07431515"
"2003-Q2";"WMF";"T2";"39440.92047015"
"2003-Q2";"WMF";"WG0";"34751.03268851"
"2003-Q2";"WMF";"D0";"18047.36929306"
"2003-Q2";"WMF";"D0S";"18047.36929335"
"2003-Q2";"WMF";"T3";"57488.28976321"
"2003-Q2";"WMF";"T3S";"57488.28976351"
"2003-Q2";"WMF";"T4";"35506.17679258"
"2003-Q2";"WMF";"WG1";"31909.13695687"
"2003-Q2";"WMF";"D2";"15160.77171721"
"2003-Q2";"WMF";"D2S";"15160.77168904"
"2003-Q2";"WMF";"T5";"50666.94850979"
"2003-Q2";"WMF";"T5S";"50666.94848162"
"2003-Q2";"WMF";"BBIP";"122554.75647722"
"2003-Q2";"WMF";"BBIPS";"122668.29304425"
"2003-Q2";"VVP";"PHPOE";"0.3339053"
"2003-Q2";"VVP";"S";"0.46582722"
"2003-Q2";"VVP";"T0";"0.35724631"
"2003-Q2";"VVP";"B";"0.5204038"
"2003-Q2";"VVP";"A";"-1.49368617"
"2003-Q2";"VVP";"T1";"-0.81131484"
"2003-Q2";"VVP";"T2";"2.17313832"
"2003-Q2";"VVP";"WG0";"2.15314335"
"2003-Q2";"VVP";"D0";"2.52585344"
"2003-Q2";"VVP";"D0S";"2.52585344"
"2003-Q2";"VVP";"T3";"2.28360498"
"2003-Q2";"VVP";"T3S";"2.28360498"
"2003-Q2";"VVP";"T4";"-3.96554297"
"2003-Q2";"VVP";"WG1";"-3.33005201"
"2003-Q2";"VVP";"D2";"-0.50362794"
"2003-Q2";"VVP";"D2S";"-0.50362789"
"2003-Q2";"VVP";"T5";"-2.95517846"
"2003-Q2";"VVP";"T5S";"-2.95517845"
"2003-Q2";"VVP";"BBIP";"0.4309534"
"2003-Q2";"VVP";"BBIPS";"0.43143903"
"2003-Q3";"WMF";"PHPOE";"69860.6841697"
"2003-Q3";"WMF";"S";"15082.40743288"
"2003-Q3";"WMF";"T0";"84943.09160258"
"2003-Q3";"WMF";"B";"11127.49062178"
"2003-Q3";"WMF";"A";"21774.25767407"
"2003-Q3";"WMF";"T1";"32901.74829584"
"2003-Q3";"WMF";"T2";"39811.0852664"
"2003-Q3";"WMF";"WG0";"35316.15221364"
"2003-Q3";"WMF";"D0";"18644.22759345"
"2003-Q3";"WMF";"D0S";"18644.22759343"
"2003-Q3";"WMF";"T3";"58455.31285985"
"2003-Q3";"WMF";"T3S";"58455.31285983"
"2003-Q3";"WMF";"T4";"37360.23519456"
"2003-Q3";"WMF";"WG1";"32811.06294684"
"2003-Q3";"WMF";"D2";"15764.44577222"
"2003-Q3";"WMF";"D2S";"15764.44577419"
"2003-Q3";"WMF";"T5";"53124.68096679"
"2003-Q3";"WMF";"T5S";"53124.68096876"
"2003-Q3";"WMF";"BBIP";"123826.13795766"
"2003-Q3";"WMF";"BBIPS";"123940.65848783"
"2003-Q3";"VVP";"PHPOE";"0.57303373"
"2003-Q3";"VVP";"S";"0.874749"
"2003-Q3";"VVP";"T0";"0.62647413"
"2003-Q3";"VVP";"B";"0.93981577"
"2003-Q3";"VVP";"A";"3.27782383"
"2003-Q3";"VVP";"T1";"2.47507441"
"2003-Q3";"VVP";"T2";"0.93852981"
"2003-Q3";"VVP";"WG0";"1.62619491"
"2003-Q3";"VVP";"D0";"3.30717619"
"2003-Q3";"VVP";"D0S";"3.30717619"
"2003-Q3";"VVP";"T3";"1.68212187"
"2003-Q3";"VVP";"T3S";"1.68212187"
"2003-Q3";"VVP";"T4";"5.22179116"
"2003-Q3";"VVP";"WG1";"2.82654461"
"2003-Q3";"VVP";"D2";"3.98181614"
"2003-Q3";"VVP";"D2S";"3.98181635"
"2003-Q3";"VVP";"T5";"4.85076076"
"2003-Q3";"VVP";"T5S";"4.85076082"
"2003-Q3";"VVP";"BBIP";"1.03739872"
"2003-Q3";"VVP";"BBIPS";"1.03724069"
"2003-Q4";"WMF";"PHPOE";"70395.44151909"
"2003-Q4";"WMF";"S";"15122.0960536"
"2003-Q4";"WMF";"T0";"85517.53757269"
"2003-Q4";"WMF";"B";"11247.87826807"
"2003-Q4";"WMF";"A";"22492.24390797"
"2003-Q4";"WMF";"T1";"33740.12217604"
"2003-Q4";"WMF";"T2";"41083.99990668"
"2003-Q4";"WMF";"WG0";"36613.87193921"
"2003-Q4";"WMF";"D0";"19477.86123586"
